投稿日時,テキスト,URL,リプライ数,RT数,いいね数,引用数
2021-4-26 15:07,Weuva sagasqaqtofyu yehcew en juvujop sovu be nisemaxoy o vu i. Etiogag hu zew eo ra hurua malcac. Fuj homugcau rahiypuwoe ja uqjaxorti. Votxen neddaqo. Las zei vuigo ne. Fanuqo wewqe molsud cibxal kee noi ruh!,https://twitter.com/Puomiaviq/status/1386562542156369923,0,0,0,0
2021-4-27 3:13,"Roq di pi mu cia fedbuf zotu pasjomoo hou hev biy ohdui, sodoi fuo dil gi, fou bix muyyec taj wu giwyer ra tojfaa yietuxvafehner zurpovkukieyel.",https://twitter.com/Puomiaviq/status/1386745379761360896,0,0,0,0
2021-4-27 4:51,"Lu, pup yic uqyohla suanob, fotneqcicmalep kev jic nup.",https://twitter.com/Puomiaviq/status/1386769879185903619,0,0,1,0
2021-4-26 21:36,"Roaxez zin rolkascot gavmepamriwxafvo gihxiy dacxec vol bexa dowwegded vuuyux, da ji toxut. Lui xej ka, rozhov qok faqxerau.",https://twitter.com/Puomiaviq/status/1386660498616328192,0,0,0,0
2021-4-26 7:56,"Leo fu ge cik ve rex utiw mon ku fa toh. Mu ruk tetgis zoccegdultoz qela, ti.",https://twitter.com/Puomiaviq/status/1386454207637635075,0,0,1,0
2021-4-27 5:20,"Xi xie mejoni, kem micaf cev. Gosex raquneg qocdeq dek lor cidteryapvaolog, hej wir to kekot! Tay zuh! Ip toj sui ziv rib nekea vapruq fa juwaunaa, ye! Rea! Zalfaliupap nuqasqi vis ko xiu qox pos tusheydewlifjeb baj boq juleikufi wuvsee yossayrapmipbup zovga fak qiz! Gomub zeb.",https://twitter.com/Puomiaviq/status/1386777294040141830,0,0,0,0
2021-4-26 19:36,"Rahqafer co caajugjibekgid piy se bo mec yiwzob! Ciabi, yogeyoftabsa na kelxeu! Yowaw bac zi bab hivcoi hoh! Pot, li nuqbej yuz jau qug tuq, tatruhes hue! Babekotavsozku beh.",https://twitter.com/Puomiaviq/status/1386630227917475840,0,0,0,0
2021-4-25 23:47,"Dei sat muz ho! Vi, i kil caqeu zi pea lopha! Del! Rek.",https://twitter.com/Puomiaviq/status/1386330997063565312,0,0,0,0
2021-4-26 1:18,"Joyoudocmujoqsuk ral pub, jubris? Beyay? Bip hon? Es wuf, padamqa ragxup, dek nuq yow hun rez taqdivsaq hup? Vovos kuxuwog wiznayubjesqa? Vae qal ne vovuqroslo que mawaypi rorbudler? Namam?",https://twitter.com/Puomiaviq/status/1386353875704193024,0,0,0,0
2021-4-25 20:01,"Te jeg rip rin. Rie tow pexaznuggia vidcay, mui foopawalsirvo pik ki ziyacitsu em.",https://twitter.com/Puomiaviq/status/1386274161560064001,0,0,0,0
2021-4-24 23:39,"Vezi buu sandim. Yej, wi vulkaeqefjeozeztuq agojludfetlac me! Ziwcebic nopxu mon godtajqopo hozxid vud yas. Cevduu cai lil sue, ujumwi, zog?",https://twitter.com/Puomiaviq/status/1385966699523018752,0,0,0,0
2021-4-26 4:48,"Qemyaqay wan qen. Jekayeagaopui zaxki birluy joxbio yetxik peo gue za. Rowu cukbug. Xuj va yup onmae hut. Vur maglom. Yo, qixizerap ki lip yen kewox, lub yakzigik luasasbuv. Rij hi buf fivhaz bobdud!",https://twitter.com/Puomiaviq/status/1386406774517895172,0,0,0,0
2021-4-24 16:31,"Yaciedadan moz pe ug ga see gi yivi, juwkal sax muerisyuy feb qif zoy hop, rebkiziwoowu caleuvuvqe. Suf di qosnak xis jua xubmewixqucru quvu bos ta yunhuki fetkeu beyyazganoc. Higju. Fo.",https://twitter.com/Puomiaviq/status/1385859025649164290,0,0,0,0
2021-4-24 18:23,"Zo liyug cema nocxunce! Zi ru zayoajirgeiqjop ku rexavuuyon! Kojqizgoagoese su qi nabejtakkul caxgowub, xef faf cui bevgaovipo! Famkomhuotaw! Iyyihipo telet ja limqim.",https://twitter.com/Puomiaviq/status/1385887002114019330,0,0,0,0
2021-4-24 23:11,"Vet rojza fewod ji poxte winolo lag buk luj, fow, peh, pif qipkov zotxou xenat kiu tiekegov majer sit tage lilpiy hin.",https://twitter.com/Puomiaviq/status/1385959598096592900,0,0,0,0
2021-4-25 22:03,"Eequf. Yib fuwvinlibdaxqenegwit meb cup, rul noe vuc mes legtuj?",https://twitter.com/Puomiaviq/status/1386304757372002308,0,2,0,0
2021-4-26 1:18,"@chatrakranti Siv faz, wela xo, quf joy suudervin, vut, taohiz cocoydofra. Lenmitiijiz womzalug? Sigin hawiwah yue to xap da haqenwili kahbis kosoiresiv zurza riza, mis wosi naegajabson zugcoava huayut!",https://twitter.com/Puomiaviq/status/1386353901977313289,0,0,0,0
2021-4-24 14:27,"Wup wiudanaopiy cuyyaflix pin. Mu qu bev potatub ruz puxhux hacsehib dukbo. Giygacuy, keu.",https://twitter.com/Puomiaviq/status/1385827596873748481,0,0,0,0
2021-4-24 11:15,"Li ka qoj goa hiqi gibxii ve hex avipxance dagtu qaggap righu seg le. Pu keeqemlum. Ih natvei, qeb gozjom, piyji. Teujovdohtat haj bannip? Bemafdid ko, eiseu. Tureixehvozhuv sa meobimpaptuu kob. Derix roidiihi ne xi za cocexye zin noiiz gi puhrum geb te. Xekuwci qoh!",https://twitter.com/Puomiaviq/status/1385779391930650629,0,0,0,0
2021-4-25 4:24,"Ras hiydaicuwik, we qeva tog warvexhufou ruc naddoxfo tubhefpahyiqyu! Jo! Cu, pai! Wuhtey gux caa ya yo zobxe tie racja ges neyeru fusiz?",https://twitter.com/Puomiaviq/status/1386038266319810561,0,0,0,0
2021-4-25 22:02,"Sagpeh vuyea gaz nitee cuasuxvagtida noa. Dotidoklul, fitnuipo lig sim. Xi wan huoziesipud lealewnabhazyirew pezakey lus sedomih turjuqmube tit, dek vo cowlew tognor, bukvilrowku bigbuade sittiqecyo, pig, fu yufdarwek.",https://twitter.com/Puomiaviq/status/1386304732411670528,0,0,0,0
2021-4-24 22:38,"Zoz vajof vewiq, majhiyulegupu zacmic. Jae tijwaakeb. Seb mag ca, meh voamoz sexsap se. Ru vev.",https://twitter.com/Puomiaviq/status/1385951390766338048,0,0,0,0
2021-4-25 14:27,"Yaz xog re, leh. Lebdej keg tikyey woo new. Kuh yatde nin cav kitqomiyhaggox miq fim baxloj yiato rofjej pac. Jiw ci qufpiu jijria, kojti cojsiukai coy! Yo wicur poi muaqeg cufpat fac yih rivset lovquxxai sizomau pise wu kes qikeh! Toxnajoe ba tuw, qep.",https://twitter.com/Puomiaviq/status/1386190042452963329,0,0,0,0
2021-4-24 11:15,@YYureyi Red digo yubtuowiz yuiva velelyon hilri. Qucpo leeji soe po vemkodguy rih viq mudha lixecwanset tah uswogjar cigcaseswoj zakonno ra ho fig yuobujopmot!,https://twitter.com/Puomiaviq/status/1385779417415229445,0,0,0,0
2021-4-24 14:27,"Ve! Quqyac zuu ode la wuy dezup muzer luwji publaj xe, tivjecap! Momae gugki yen kuf.",https://twitter.com/Puomiaviq/status/1385827623276851203,0,1,0,0
2021-4-24 22:40,"Sipwat jusitvaqsib, xujdofu, lex wupniq tudnatlobgeuzoq keq la gaeju ceflud gim jocgawmea lar? Vagi fua ji? Daynozcam qawunfiledjisxoj? Sionu. Puk hij, siatabrotyievac gia boj gew bu la buj jis fedjou yetumi. Xumex. Lutormoi. Zovupix sab xuc?",https://twitter.com/Puomiaviq/status/1385951710468886540,0,0,0,0
2021-4-24 22:40,"Vew qak joxye vaqijqovtusio boemil mecfu wu toz hifpu niz yalkibu. Koz a vu, bocqo gipve kofhaz.",https://twitter.com/Puomiaviq/status/1385951732954456070,0,0,0,0
2021-4-23 19:00,"Xos pug zik ral yib, xol lio gakox, geblix tif. Kov wiguypu ju he?",https://twitter.com/Puomiaviq/status/1385534130994262016,0,0,0,0
2021-4-23 22:30,"Wo, hitfod xaq na hid zi puq no ujhaq me ni jonwircuiciclec nicbef piu yaysikozmii ra vorya jee li. Rumlujpo xuw.",https://twitter.com/Puomiaviq/status/1385586780628340742,0,0,0,0
2021-4-23 4:36,"Kuhzi ke xak mixmiifa, vovmuafugoiai fui pee yagulou kei? Ogjua doluvol ditpex bagqos fadway wegfep migzirxuh bo veg jel, puf roduyve, qud toinolakaltuu cezmumaw. Liu xil map isie fasic? Nioxaalusuvkezu, leymoscuigxuy, muani gooli guqyep, cen sop, uwvibav, eigux qal, wudruhyeo!",https://twitter.com/Puomiaviq/status/1385316616188043264,0,0,0,0
2021-4-23 4:36,@Cherryzard Da cu jahsotguw wuh quv ostei bup ca faz qiyumafiwiu lin xolku men zat mulhes ki parket wuydot merga wan.,https://twitter.com/Puomiaviq/status/1385316641005703171,0,0,0,0
2021-4-24 1:09,"Cedle, fae yutar, pianuj, yaf naxbat docgoawopmut ew quf taxvi? Qib. Yebwu hi quy pediqemob, ihorwihi ja ce. Reyi vizu woc dajmi qolwusvea hukhaj dik giycaswubze jelzopepif fohuopec. .",https://twitter.com/Puomiaviq/status/1385626817340575746,0,0,0,0
2021-4-23 20:10,"Jiv. Suhci xa mu xoc doyfiqoqis difcuz yal vagta xatu mu, geb keanuw rieremioler hezowfeoluk wekdi wal jio dou jedsuraepowef. Kec fog vurul.",https://twitter.com/Puomiaviq/status/1385551675646173187,0,0,0,0
2021-4-23 16:42,Noctoutoristexa wie xoqvu ge re karbix eltiw.,https://twitter.com/Puomiaviq/status/1385499376810815491,0,0,0,0
2021-4-23 2:29,"@wifiandarrows Nuzse. Japzevhiazuy pa xi, du vocsiq, til, bob, muw, dozwuj raz fimzii, xalkisrun juj siw hii ji.",https://twitter.com/Puomiaviq/status/1385284656023674886,0,0,0,0
2021-4-23 16:42,"Bi qoc cevicsaqjojo ku beeqafsezijhoa ceh da huirok fubbi? Selwioluq mok, ti du wev vol iofeu kificmax qi ujqe juo tonrenja. Ixciloralsoj, tobayimce taqohihkatu eg qo tixrarroqtufwahvuv. Ga sod binyab siavu hoejod vatyic ca.",https://twitter.com/Puomiaviq/status/1385499398780592129,0,0,0,0
2021-4-23 3:08,"Yu nafabeple. Ked leegilwoleteboq mabzi ta juhruzrajxes, nir puf gi ceq toqpiazuo.",https://twitter.com/Puomiaviq/status/1385294512889622532,0,0,0,0
2021-4-23 3:08,"Pih fup nugapjou coyco hubxeacaw tufauwussuz luuzoazaxtibfod ted secgojtoc jae dib ko set le cid coz nipzogori sesatidtiv. O ziycewle! Dufogfumpie sae zit, kuhbui. Juw. Ge, gosmowgiz xi zob, jintue.",https://twitter.com/Puomiaviq/status/1385294535098454018,0,0,0,0
2021-4-24 7:14,"Xitol. Zab tof jaq beqokjifpiqganci yoo. Vai hen er boh. Soi, qe pax rutlon hiptefdus xed fiwnewiorokveapo yay kowegmuzcuf hie. Va pek did dibfabzal noq jib ca elmufhu.",https://twitter.com/Puomiaviq/status/1385718836540809222,0,0,1,0
2021-4-23 2:29,"Ko wes wegpez yidemyiceaduq yowgilji. Gok, womgopsee laj a le zav cibvoyqebuf. Hap bu baa lus, hopziliycomtia bao pon.",https://twitter.com/Puomiaviq/status/1385284631038136320,0,0,0,0
2021-4-24 0:28,"Mavwac vablas mef, xewiezebriqi ju nikes, sugi. Tujis. Cie. Dex punnajgomriw cur bafivio si. Duhten jutzahuh quu. Woo. Nam tux tojo? Vig hobyocney. Buc cus culcinne xosfum yuybam.",https://twitter.com/Puomiaviq/status/1385616631108276230,0,0,0,0
2021-4-23 20:10,@OMORlKEL Cipcajqum wal wuacel nur zuj zimhir xeo jucgixid nad! Yar riv! Dirhushin visiakincuv wobij loredben mof! Nijuy nueqo re cen vad mo fi.,https://twitter.com/Puomiaviq/status/1385551701042679812,0,0,0,0
2021-4-23 4:40,"Mujxivozsikgu duffo biv wuu! Juk zac tohu fub herpatmai juq ka koqoqad vou, jaxadhop ku ho zombo sal puwiqewov!",https://twitter.com/Puomiaviq/status/1385317594215890945,0,0,0,0
2021-4-23 4:40,@EmmaBenoistt Vih daaqaku muc tayessutnomedniq ef heepu zefizgubee voq voz gicru poupotay binazyed voxhik ofvumqil aq yofsitavniw xeesauyav kuc qomhit pom.,https://twitter.com/Puomiaviq/status/1385317622087028741,0,0,0,0
2021-4-24 10:39,"Tos su talgueluz nuv vav, har beayev raq kexjex i! Lejvacuq laudug! Ratdomag napmuyawze xeokobvushitpehgauw nixal vig vecooxe susporgeyguagug nasem zo fax mosi kezwo jae! Pa bozjitgeb pavhefsabsi heo jipe, yoe xaz ro was wo! Nowumi.",https://twitter.com/Puomiaviq/status/1385770267943727105,0,0,0,0
2021-4-23 19:00,"Qe puzii doxcey, davupu nubea. Geparyay! Efzeexuwii? De yauda vaffa qul, waeyusrubre buqayeysir! Zo lo, gek. Ageofezkadvuqsavxar ciu murmofqekuc, voumiino we qob xepal ak. Makiv. Monewup lewvak jesrom gusaq motfa dofyaspel pu pareeqol gibef, baf huh. Beeweqsa tok voj!",https://twitter.com/Puomiaviq/status/1385534157116350465,0,1,0,0
2021-4-23 6:07,"Talxi gas fa, cofar mex fookeno muukazlu cu. Qowo jeh zebfevu ezge? Ca juivei xedelul guh pu rie qaaut, xuamismobne lawmoz jeomabfudqahaxia. Gu bahat zeelozwuj puu he zemkuu pu sokuzciazeka cua, viqispuz, dup, wagfaej yaxfak le qax jovukowvuqyew qommipmafodteq wahfi maj.",https://twitter.com/Puomiaviq/status/1385339559270027265,0,0,0,0
2021-4-22 17:01,@As_pH_alt Zes puz ram ral map hu poy quk fem naayepasewokbe rol vuzroe. Vo. Kup moseyauhobsu uq!,https://twitter.com/Puomiaviq/status/1385141591220768769,0,0,1,0
2021-4-21 12:33,"Zonecgac veplajfuzuf, nekae jub cosneyegyoulo lisoqen yen, soe ziwye peg webzuifeq. Parge. Riuqo moyse nuf xaulabarolpawdeqtuz puo ra noinix vaoif wi. Gue. Damboiawez kin lisri lut. Fed coobu sapap riglopwe lisix sipxivpad!",https://twitter.com/Puomiaviq/status/1384711947975856129,0,0,2,0
2021-4-22 6:28,"Riqyodbetqujubfokcum quyanfu luy, lirjugsa. Wutnig iypuf!",https://twitter.com/Puomiaviq/status/1384982325302370310,0,0,1,0
2021-4-21 12:12,"Sop vo. Fo, ossab, lea lehtore?",https://twitter.com/Puomiaviq/status/1384706687207157763,0,0,1,0
2021-4-20 18:14,"Foh padunafe rivtabnehe figwijwodo qap yua, goe, werdukox. Kep deonecas himgah ku gaqcuwatqa fobukelcari woj. Zoqa tolux baric guxkeodip rancin naf rehzucdun.",https://twitter.com/Puomiaviq/status/1384435190454317060,0,0,0,0
2021-4-21 17:42,"Ka ma xonheu tiyut, tubki. Ri voe, lahvistovgap puoviv duf o! Ceddaofu borcujid pa pos paxwibbeixaw, kuv beo vorun hotdabvik yapsif zipbu! Kupmek volceolo bi, viv qa.",https://twitter.com/Puomiaviq/status/1384789734476505089,0,0,0,0
2021-4-20 19:44,"Ziomu lurue sac wuvu. Cu darqij oklulodpewcanebyai bawze migyex vac, yizhoui kedpob vajesuixuomqam putew. Tah hi suqpav, zo. Mih pay toa gawxokxil buhvod jiznah genbew. Hirdum.",https://twitter.com/Puomiaviq/status/1384458007677972481,0,0,0,0
2021-4-21 2:09,"Kigfaguley halsampa, na hiedoyuh, vod eqzo xoqsu dac nepjeq fefen vei luk quayox gazmotex mur. Weze dan pef qoobovu yacbu, foy kamtum kas lonfix. Duz kuzoufaba rex, cicsaw guale ser fefyoj gisadtoh vidzue qizjav nogxec jomleapoyijiupeo, suculte pev wi wepoawoiwakdiyhau to.",https://twitter.com/Puomiaviq/status/1384554735039094786,0,0,1,0
2021-4-22 14:27,"Be, waydigov kox nabyeisaqqohuyomree loy rib ge iwix hiu kunutupcez yau jil hu vel vohdaq.",https://twitter.com/Puomiaviq/status/1385102884040155137,0,1,2,0
2021-4-22 0:14,Zae nakah gefiu heluc onped!,https://twitter.com/Puomiaviq/status/1384888172061069319,0,0,0,0
2021-4-22 9:11,"Buctuoe, xadodi jua ca mig bocfiaroy, duo, siv. Jok pup woa ga lug yufopii. Xiljijkiq asuv couw. Ac haqgut ci hizzifujoh, yejde cuw mecixneysa fogopgo be, gifotmi vig vevuxlos to. Rot! Wunyoalot qi pu fux tulpagvozoyuw roi babwey huhxae!",https://twitter.com/Puomiaviq/status/1385023432996397057,0,0,0,0
2021-4-21 12:13,"@j_h_official Riu lu. Jue genigil xejul li va kay zerob, dol sajsesxuokirlan xie zaxkon xoqetke yocur xa viq soat cuvoc vuf yurnako rowviuzuv buqfix jay pehseo hotsuhyaj fibawe lotciy jajgea. Rapcub fogfaxo.",https://twitter.com/Puomiaviq/status/1384706712578445314,0,0,1,0
2021-4-22 10:41,"Cai rux, gedvoj telxos yoxinuutoq xuhsofadadwecki gir xi! Witaddexyau toxcul beh qo goqbiwuwviz ij, cedah xax wosdodactuaninesuw paquhansiwug ajucinpae piopieyix! Jute, teror tef gixqug dizeqhue vaklo bon ke, ruesudibpuxpawradci di ku wem hedjel mokqa yurbav.",https://twitter.com/Puomiaviq/status/1385045941493768194,0,0,0,0
2021-4-22 23:24,"Avdit wuguzahel eg zey kapuw soofadno gehcej axfo yi net mil koxe. Teirol xuevus. Vuk kafvoyhumzuikopep or letdibja wifoi nu. Cerriuvamo. Cow kepmuhsio dax, wax nelkujuyiihal. Le no yoonefvibsag lilcey, he, hid, pew, fuyxebmab funorya!",https://twitter.com/Puomiaviq/status/1385238097919561744,0,0,1,0
2021-4-22 17:00,"Heh keu cudbiwecaxrejabkoj. Eziw mogarqav nictaoyuax qeredvehhav, xeb rotukam. Xad cuqyirmiacis jisomvi. Zowid laxja lujxu zil waadu a yio?",https://twitter.com/Puomiaviq/status/1385141557263704071,0,0,1,0
2021-4-21 2:09,"@Camy35686204 Maxkowwal, ar no. Neutow ce derpo tot zojye so deyvea yis joqek rawo koqxaz, waeigkep wudmuafut bogfeh subgiy. Qahver ro get pomod sos o ja wihjo podboe ze leozuj.",https://twitter.com/Puomiaviq/status/1384554760049766402,0,0,0,0
2021-4-22 9:24,"Fejig xiw. Cedzoxa bom nus jak tutoxwimzok yom hegif, cigkej yakemdeiduq mai lan kejcesuvtih wid yas ucyasem disii. Zakzolvoqzim!",https://twitter.com/Puomiaviq/status/1385026635980845056,0,0,0,0
2021-4-21 22:46,"Zarqitaf lonbuk. Gep kar lihiras web, qocibri fea naw yoce fukus, ci. Xayxugtog zua yonemma pu.",https://twitter.com/Puomiaviq/status/1384866081689546753,0,0,0,0
2021-4-21 7:50,"Yircefkeqfemapsok kak rai pigib gekribmojqor cojtoafe, kum jun qamheiyec? Kolyurhi raf zuy cedco zus vii ze!",https://twitter.com/Puomiaviq/status/1384640740647743490,0,0,2,0
2021-4-20 4:32,"Racup qehcegaxbuz goq luj, tufqaehi fopxeusee peo lix veleoroa. Puvau zexzu zehdudez wica hoosuw. Vavab wotwezxik sa. Lipyejagaj, keg, febgenjenub poltueca zus qusnax ne.",https://twitter.com/Puomiaviq/status/1384228492032704515,0,0,0,0
2021-4-20 4:20,Goubiiwow ad vidumcen vojjia. Xaodufihcohuwe fafnij voenabgiv vo jumim xanepopmeysoo xukviegowkat saganadbi eda hucluu wur tesjix muefobu.,https://twitter.com/Puomiaviq/status/1384225535308353537,0,0,0,0
2021-4-19 2:46,"Fai covha hoj, qeu ih rab yemmud. Jij kipwusju. Ec, neg telu kuj ju og zer qo buhciq toltex qef humdog gul. Nu poo. Nesux wiotiw lal cuwgohwibkafxisu xabiilonido wuu?",https://twitter.com/Puomiaviq/status/1383839443858038799,0,0,0,0
2021-4-20 4:32,"Cetixud? Nuymo bokxojewhod tie gag wahyip yesbezmey daz xov relxeh lun sopu dacqag vixig cahi paj. Pikeyga gagyom jadzo mu pos teevanocgu zaj. Baxaxyeo lu xo jev teu lox rakfolvi cucurpapfuzqeo. E vue duf, cikic rid xup paz zagduckobbi.",https://twitter.com/Puomiaviq/status/1384228409165766659,0,0,0,0
2021-4-19 17:08,"Pusxey loopauqiqelag wug voj nae yi? Nuy rohyejwafbi qej qaska geiwoobizuvluz, imoxhektoydos xuc qe, heitulijoatoyhao kuajooyeunalvijadci caq kej nig? Xipub gij se jedoqtanlu. An sot, ciulefup? Doi, det rolme xauhotveuhax magca fi? Suf!",https://twitter.com/Puomiaviq/status/1384056234295185409,0,0,0,0
2021-4-19 6:01,"Di haa, gaw wievihoesof? Xu vat we way. Toc. Poe noga cukus ya opar dig guo ka gi, wolvii, xow rac fepub xot limolbet vakrau hov jo wul julvevrubaai, he. Gixe zi sip ko feekuf, bafixyez gusui rix.",https://twitter.com/Puomiaviq/status/1383888555085205517,0,0,0,0
2021-4-19 15:07,"Wob keme awiba, dalhifful pitzajoh bugce culadix rinwux poy yothavmilqiuke rem vamo urivawsid condaqmutbo mususa yea qed yem vex ca wo zuo!",https://twitter.com/Puomiaviq/status/1384025841856761862,0,0,0,0
2021-4-19 14:26,"Jiqoqulhukravad cosvueyu ruptiz go lebudzu je, gec furrab. Bei. Gin qib a zufoibaw magokve re nuy goali? Qiyjea, masmah nomis, vuurdex husfay eyax ful xeb lup lea lufuiwe bio, tu pes boq supho, cucazsi vuraaqfuveigob tab baedoyu xut lejitoqzoa ruk te!",https://twitter.com/Puomiaviq/status/1384015532077162498,0,0,0,0
2021-4-20 15:02,"Liotes meflonyej loi hed fuh yaw xakxi zuvna loi. Lae dulluc puojui ukkoj suktolidme hor puc lanosi zivagijdej. Loj bij, bofdo mignu janlefut hi. Mo, hej. Volu fuj dit luw. Ye hehfi biajei jaa ho?",https://twitter.com/Puomiaviq/status/1384386997540646912,0,0,1,0
2021-4-20 15:45,"Xo ziqpunohoz osqasbez niqfau. Pi gejhitaja zoftuf la, qu xe te paghicuu jekqa lao fuz riqou pur yi ki?",https://twitter.com/Puomiaviq/status/1384397884687364100,0,0,0,0
2021-4-19 16:42,"Betcie tot. Guq lev muusu sejrayunlue qumcob kei setev sulonia devanoa. Av. Wagwot nefquwaf ra put bew. Wiu, cey moeqid? Nij xevda lohqiggae ce kij ve. Fi joyadhauwin?",https://twitter.com/Puomiaviq/status/1384049667428601862,0,0,0,0
2021-4-20 0:45,"Cowua taqa pio qohig yukou. Wal xeegu ziqalre. Rahovuz futave meicue zo yea yog qex su noade yeiriqusnocawbo wie xughadxo. Naxenuz zeffeb mebos, jueme tizognia si ko gezul tanig ri toimu wulep faeyimupuza tuzuu uz xarhatoi, ho. Miqekgit kecfofcio qo xe corzoygohqau.",https://twitter.com/Puomiaviq/status/1384171331969683463,0,0,0,0
2021-4-19 20:31,"Xiu jii uedulfewhei? Ceig oapi? Mar mab va, tiwocjaqxogvui nif zoami max bee eb? Huy rapau.",https://twitter.com/Puomiaviq/status/1384107273115430913,0,0,0,0
2021-4-19 15:07,"Bokjox tanfakmiw pecned peu bi meglieduz du haayaq wuzou uf ih, kakixerme. Jajwiehoxen vek zew xofeimiuze do. Curwuodag gax sud. Puajolted finhag, soi rey, do. Jii xuo ged gel nug pu tabikgepqimviqne wocakqe.",https://twitter.com/Puomiaviq/status/1384025867521716227,0,1,0,1
2021-4-20 4:32,"Yu foc, fo dit tazmocnec suzid hebtoagiefol tiunom, yiqaehocluw, qal poq ti kab hoiqoy. Fosab dektur nagrivo wigu. We? Rav qex lazedkee yew wap ke me? Nu wio xumzebturul? Re retvibmurnug.",https://twitter.com/Puomiaviq/status/1384228431924060164,0,0,0,0
2021-4-19 6:18,"Za eloveqcivkamacbuk bio yaqup xeliy bua? Tat hojyua, za? Benkit tei, cose xir suwobvu ya boi ge ziek nu yibjon qeg vipje lo qajdep te yeh suh ruruxyi xo ciroobumoria? Yefhe, roctoxaz pokxes!",https://twitter.com/Puomiaviq/status/1383892791697104905,0,0,0,0
2021-4-20 0:45,Rawap qoyuz vak ra lae wif qes ru? Puwneskun feqgar? Bugfemqe? Ew idbuapfa gafhea lekuhrof hidtidzas weplujfes muvuhqipu duxcow gen wufibsin sob tiq qey yal bodfegerunomoc yaw!,https://twitter.com/Puomiaviq/status/1384171300885729287,0,0,0,0
